descrizione
SCHEDA CLIENTE, SEDE LEGALE, Via, SCHEDA CLIENTE, Manca sede legale, riportare il seguente dato come dimostrato su Visura e Crmo
SCHEDA CLIENTE, SEDE OPERATIVA , Via, SCHEDA CLIENTE, SEDE OPERATIVA , Via, Rimuovere sede operativa, poiché risulta essere la sede legale, come dimostrato su Visura e Crmo.
ALLEGATO AMMINISTRATIVO, MODALITÀ' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, TIPOLOGIA DI CLIENTE, Rettificare tipologia cliente,  poiché  il cliente soggetto passivo iva, (residente o con stabile organizzazione nel territorio dello stato).
ALLEGATO AMMINISTRATIVO, MODALITÀ' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Manca Codice Destinatario
ALLEGATO AMMINISTRATIVO, MODALITÀ' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Manca PEC, (obbligatorio se non fornito il codice destinatario).
La sede legale presente in SFA,CRMO e Contratto differisce da CERVED
SCHEDA CLIENTE, SEDE LEGALE, Via, non coincide con CERVED
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, non coincide con CERVED
SCHEDA CLIENTE, SEDE LEGALE, CAP, non coincide con CERVED
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo PEC (obbligatorio se non fornito Codice Destinatario), è indicato nel campo indirizzo email PEC un indirizzo non PEC
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, e-mail, indicare  in questo campo l'indirizzo email riportato in quello Pec 
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, pec, è indicato nel campo indirizzo email PEC un indirizzo non PEC 
SCHEDA CLIENTE, SEDE LEGALE, Via, discordante da CRM /VISURA 
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, discordante da CRM /VISURA 
SCHEDA CLIENTE, SEDE LEGALE, CAP, discordante da CRM /VISURA 
SCHEDA CLIENTE, SEDE LEGALE, Località, discordante da CRM /VISURA 
SCHEDA CLIENTE, SEDE LEGALE, Provincia, discordante da CRM /VISURA 
POLICY DEL CREDITO allegata KO - allegare versione corretta
POLICY DEL CREDITO, Validità, Validità, POLICY SCADUTA -Validità 90gg
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Altro, Destinatario, mancante 
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Altro, Prodotto, mancante
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Altro, Presenza del timbro, mancante 
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Altro, Numero di protocollo, mancante 
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Luogo e data, mancante
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, mancante 
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Versione in vigore, mancante 
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Luogo e data, mancante 
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, mancante 
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Codice Destinatario, in SFA è stato scelto opzione PEC ma è stato inserito indirizzo mail ,apporre modifiche 
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo PEC (obbligatorio se non fornito Codice Destinatario)
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, pec, in SFA è stato scelto opzione PEC ma è stato inserito indirizzo mail ,apporre modifiche 
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), Spunta scelte , mancante 
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), luogo e data, mancante
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), nome e cognome, mancante 
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, mancante 
SCHEDA CLIENTE, DATI ANAGRAFICI, non compilato campo Natura giuridica
SCHEDA CLIENTE, SEDE LEGALE, indirizzo completo mancante
ALLEGATO AMMINISTRATIVO, compilato modulo riservato a p.iva estera
Mancano C.I.e C.F. del Legale Rappresentante
come da disposizioni vigenti inserire al pdf copia del documento riconoscimento e codice fiscale 
ALLINEARE LA FORMA GIURIDICA SU SFA COME DA VISURA
MANCANTE LA CARTA D'IDENTITA' E IL CODICE FISCALE DEL SOTTOSCRITTORE DEL CONTRATTO
IL MODULO PRIVACY è ERRATO. VA INSERITO MODULO PRIVACY CON DUE SPUNTE PERSONE GIURIDICHE IN QUANTO TRATTASI DI DITTA INDIVIDUALE 
Da verifiche, il contratto in allegato non coincide con i dati contratto.
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Versione in vigore, TRATTASI DI VERSIONE ANTECEDENTE : IN VIGORE GENNAIO 2022.
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Presenza del modulo, Presenza del modulo, ACCETTAZIONE DELLA PROPOSTA RISULTA DATATA ( PIU' DI DUE MESI FA'). 
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, DA VISURA CAMERALE INDIRIZZO CORRETTO 
SCHEDA CLIENTE, SEDE OPERATIVA , Numero Civico, DA VISURA CAMERALE INDIRIZZO CORRETTO 
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), luogo e data, LA DATA PRESENTE SUL MODULO PRIVACY E' DATATA SI RIFERISCE A PIU' DI DUE MESI FA'
SCHEDA CLIENTE, SEDE OPERATIVA , Via
SCHEDA CLIENTE, SEDE OPERATIVA , Numero Civico
SCHEDA CLIENTE, SEDE OPERATIVA , CAP
SCHEDA CLIENTE, SEDE OPERATIVA , Località
SCHEDA CLIENTE, SEDE OPERATIVA , Provincia
SCHEDA CLIENTE, SEDE OPERATIVA , Nazione
SCHEDA CLIENTE, SEDE LEGALE, Via, DA VISURA CAMERALE AGGIORNATA LA SEDE LEGALE  E NON COME ERRONEAMENTE INDICATO NELLA SCHEDA CLIENTE
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, DA VISURA CAMERALE AGGIORNATA LA SEDE LEGALE  E NON COME ERRONEAMENTE INDICATO NELLA SCHEDA CLIENTE
In SFA l'indirizzo della sede legale non coincide con CERVED. Indirizzo corretto è
Nella scheda cliente  l'indirizzo della sede legale non coincide con CERVED. Indirizzo corretto è
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, La documentazione di contratto non è firmata dal rappresentante indicato
SCHEDA CLIENTE, SEDE LEGALE, allineare VIA non coincide come riportato su Visura, riportare il seguente dato
CONDIZIONI GENERALI DEL SERVIZIO, Completezza, Completezza, usata ultima versione , ma il contratto è di gennaio la versione dovrebbe essere di gennaio 
la sede legale in Cerved differisce da SFA,CRMO E CONTRATTO 
SCHEDA CLIENTE, SEDE LEGALE, Via, Differisce da CERVED  
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, Differisce da CERVED  
SCHEDA CLIENTE, SEDE LEGALE, CAP, Differisce da CERVED  
SCHEDA CLIENTE, SEDE LEGALE, Località, Differisce da CERVED 
POLICY DEL CREDITO, Validità, Validità, Scaduti i tre mesi di validità
ragione sociale e indirizzo da correggere sul contratto
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Altro, Presenza del timbro, apporre timbro in gomma attestante la ragione sociale, o scriverla a penna
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale , Variare in CRM e sulla scheda cliente, come da visura deve essere
SCHEDA CLIENTE, DATI ANAGRAFICI, Natura giuridica, inserire 
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo PEC (obbligatorio se non fornito Codice Destinatario), Inserire Pec, obbligatoria in quanto manca codice destinatario
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), luogo e data, manca la data, inserirla
informativa privacy nome incompleto 
INFORMATIVA PRIVACY, Presenza del modulo, Presenza del modulo MANCA IL MODULO PRIVACY
INFORMATIVA PRIVACY, Presenza del modulo, Presenza del modulo MANCA IL MODULO PRIVACY  CORREDATA DALLE SCELTE SUL CONSENSO
SCHEDA CLIENTE, SEDE LEGALE, Via DA VISURA CAMERALE LA SEDE LEGALE E' UBICATA IN VIA E NON COME ERRONEAMENTE INDICATO NELLA SCHEDA CLIENTE 
non si riesce a caricare il contratto
SCHEDA CLIENTE, SEDE LEGALE, Via, DISCORDANTE CON VISURA CAMERALE
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, DISCORDANTE CON VISURA CAMERALE
SCHEDA CLIENTE, DATI ANAGRAFICI, PEC, aggiunto manualmente indirizzo PEC non è consentito in questa tipologia di contratto, apporre modifica in SFA 
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo PEC (obbligatorio se non fornito Codice Destinatario), è stato aggiunto indirizzo PEC manualmente non è consentito in questa tipologia di contratto , ma va alimentato in SFA perchè è stato scelto codice destinatario ed indirizzo mail 
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, pec, è stato aggiunto indirizzo PEC manualmente non è consentito in questa tipologia di contratto , ma va alimentato in SFA perchè è stato scelto codice destinatario ed indirizzo mail 
scheda cliente è stato aggiunto manualmente responsabile amministrativo non è previsto in questa tipologia di contratto apporre correzione in sfa 
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale , dalla visura camerale la corretta ragione sociale risulta essere
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale , In CERVED risulta SNC correggere il contratto
in SFA il cliente risulta come ragione sociale una SAS ma verificando CERVED risulta SNC correggere in SNC
POLICY DEL CREDITO, Validità, Validità, La Policy del credito allegata risulta scaduta . Qualora allegata la Policy deve risultare valida.
Da verifiche abbiamo riscontrato su Cerved che la partita iva indicata è stata cessata in data. Si richiede al venditore visura camerale dl cliente aggiornata in data successiva al 01/09/2020.
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Presenza del modulo, Presenza del modulo, usata versione precedete ad attuale attenersi alla versione corrente 
CONDIZIONI GENERALI DEL SERVIZIO, Presenza del modulo, Presenza del modulo, usata versione precedente attenersi alla versione recente 
SCHEDA CLIENTE, SEDE LEGALE, su cerved  su CRM e scheda cliente
SCHEDA CLIENTE, SEDE  LEGALE, Numero Civico su cerved civico , su scheda cliente e CRM civico 
SEDE LEGALE NON CORRISPONDENTE CON INDIRIZZO PRESENTE SU CERVED ( strada provinciale ) 
SCHEDA CLIENTE, SEDE OPERATIVA , Via, dalla visura camerale non esiste una sede secondaria/operativa
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo PEC (obbligatorio se non fornito Codice Destinatario), allo schema di fatturazione è stato agganciato un indirizzo fisico non presente in visura camerale
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), Spunta scelte , mancante.
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), luogo e data, mancante.
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), nome e cognome, mancante.
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, mancante.
Da visura la sede legale risulta SNC ( senza numero civico )
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, difforme da visura
SEDE LEGALE, Via, sede legale da visura
SEDE LEGALE, Numero Civico, sede legale da visura
SEDE LEGALE, CAP, sede legale da visura
SEDE LEGALE, Località, sede legale da visura
NUMERO CIVICO scheda cliente NON CORRISPONDE a CERVED
NUMERO CIVICO scheda cliente NON CORRISPONDE a Sede legale Cerved
SCHEDA CLIENTE, DATI ANAGRAFICI, Nome, Ignazio Gulino non corrisponde al firmatario Giovanni Gulino
SCHEDA CLIENTE, DATI ANAGRAFICI, Cognome 
SCHEDA CLIENTE, SEDE LEGALE,  discordante da visura/crm 
Allegare carta identità e codice fiscale del firmatario del contratto.
ragione sociale differente da sfa e crm
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale 
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), Spunta scelte , manca una spunta nelle scelte della formativa privacy
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Luogo e data
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Luogo e data
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), Spunta scelte 
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), luogo e data
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), nome e cognome
INFORMATIVA PRIVACY, non compilata e non sottoscritta 
sistemare lo stato  delle anomalie 
la via presente su cerved è differente da sfa , contratto e crm. Indirizzo da modificare 
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale , DA VISURA CAMERALE LA PARTITA IVA INDICATA RISULTA APPARTENERE A VESSILLO ITALIANO DI FEDERICA SCIACCA
manca copia del documento riconoscimento e codice fiscale come da disposizioni vigenti 
ALLEGATO AMMINISTRATIVO si chiede la correzione dell'email pec di fatturazione con la seguente
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Versione in vigore, VERSIONE IN VIGORE MARZO 2022
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, TIPOLOGIA DI CLIENTE, allegato non corretto
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Codice Destinatario
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, e-mail
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, pec
ALLEGATO AMMINISTRATIVO, Legge 13 agosto 2010 , Flag SI/NO, Flag non coerente con la natura giuridica del cliente P.A. ( necessita presenza allegato Tracciabilità dei flussi finanziari ) Indicare anche numero Determina qualora presente.
POLICY DEL CREDITO, Validità, Validità, Qualora presente la Policy deve riportare l'esito Positivo nell'apposita sezione, non è sufficiente allegare l'email.
SCHEDA CLIENTE, SEDE LEGALE, Via, La sede legale non è corretta
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, La sede legale non è corretta
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Altro, Presenza del timbro
ACCETTAZIONE: manca il timbro, o in alternativa firma leggibile o almeno partita IVA
 Sede legale come da visura Cerved
SCHEDA CLIENTE, RIFERIMENTI DEL CLIENTE PER RIMESSA CONTRASSEGNO, CAP
SCHEDA CLIENTE, SEDE LEGALE, CAP, Manca CAP sede legale
il Polo Amministrativo rileva: codice ufficio discordante all.amm.vo/crm- acc. com.le
LA SCHEDA CLIENTE E' TROPPO CHIARA, SI FA FATICA A COMPRENDERE I DATI
Accettazione manca timbro o CF/PIVA
SCHEDA CLIENTE, SEDE LEGALE,e CRM manca Numero Civico. In cerved civico 12.
ci viene segnalato discordanza indirizzo destinazione fatture discordante fra crm  
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma,  AFC ci fa notare che manca una firma 
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente manca
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), Spunta scelte , impossibile verifica documento illeggibile. Inoltre si intuisce che non sono presenti tutti i 4 nominativi della richiedente.
LA FIRMA DEL CLIENTE NON E' LEGGIBILE
indirizzo visura camerale non corrisponde al contratto stipulato
INFORMATIVA PRIVACY,  manca la DATA
SCHEDA CLIENTE e CRM, SEDE LEGALE, discordante da visura 
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale , La visura riporta altro nome
SCHEDA CLIENTE, SEDE LEGALE, Via, manca
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, TIPOLOGIA DI CLIENTE, inserito come cliente estero
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Codice Ufficio, inserito come cliente estero
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Codice IPA (se non fornito Codice Ufficio), inserito come cliente estero
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Codice Destinatario, inserito come cliente estero
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo PEC (obbligatorio se non fornito Codice Destinatario), inserito come cliente estero
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, e-mail, inserito come cliente estero
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, pec, inserito come cliente estero
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo fisico, inserito come cliente estero
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, MANCA timbro o CF/PIVA
SCHEDA CLIENTE, SEDE LEGALE, Località RACALE, in CERVED e CRM:
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Versione NON in vigore
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale , ERRATA,
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale SULLA VISURA CAMERALE C'E' UNA RAGIONE SOCIALE DIVERSA
SCHEDA CLIENTE, SEDE LEGALE, Via, SCHEDA CLIENTE: sulla SEDE LEGALE manca la Via
SCHEDA CLIENTE, SEDE LEGALE, Nazione, SCHEDA CLIENTE: sulla SEDE LEGALE manca la Nazione
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, TIPOLOGIA DI CLIENTE, ALLEGATO AMMINISTRATIVO: Il modulo è errato perchè il cliente è stato qualificato come non residente in Italia. In realtà è residente in Italia e va cambiato lo stato
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Codice Destinatario, ALLEGATO AMMINISTRATIVO: Il modulo è errato perchè il cliente è stato qualificato come non residente in Italia. In realtà è residente in Italia e va cambiato lo stato
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo PEC (obbligatorio se non fornito Codice Destinatario), ALLEGATO AMMINISTRATIVO: Il modulo è errato perchè il cliente è stato qualificato come non residente in Italia. In realtà è residente in Italia e va cambiato lo stato
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, e-mail, ALLEGATO AMMINISTRATIVO: Il modulo è errato perchè il cliente è stato qualificato come non residente in Italia. In realtà è residente in Italia e va cambiato lo stato
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, pec, ALLEGATO AMMINISTRATIVO: Il modulo è errato perchè il cliente è stato qualificato come non residente in Italia. In realtà è residente in Italia e va cambiato lo stato
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo fisico, ALLEGATO AMMINISTRATIVO: Il modulo è errato perchè il cliente è stato qualificato come non residente in Italia. In realtà è residente in Italia e va cambiato lo stato
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), Spunta scelte , INFORMATIVA PRIVACY: Mancano i flag
SCHEDA CLIENTE, RIFERIMENTI DEL CLIENTE PER RIMESSA CONTRASSEGNO, CAP, manca CAP contrassegno
SCHEDA CLIENTE, DATI ANAGRAFICI, Pubblica Amministrazione
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Codice Ufficio
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Codice IPA (se non fornito Codice Ufficio)
SCHEDA CLIENTE, RIFERIMENTI DEL CLIENTE SYSTEM ADMINISTRATOR, E-mail, INSERIRE MAIL NON PEC
POLICY DEL CREDITO, Validità, Validità, POLICY DATATA 21/01
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma
SCHEDA CLIENTE, RIFERIMENTI DEL CLIENTE SYSTEM ADMINISTRATOR, Telefono Cellulare
CONDIZIONI GENERALI DEL SERVIZIO, Completezza, Completezza
ALLEGATI PREZZI, Presenza del modulo, Presenza del modulo, MANCANO TUTTE LE PAGG DELL'ALLEGATO PREZZI
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo fisico
si richiede sul modulo di accettazione il timbro con partita iva . Si prega di correggere
non è una FONDAZIONE BENSì UN ENTE DI DIRITTO PUBBLICO (ENTE D.P.)
SCHEDA CLIENTE, RIFERIMENTI DEL CLIENTE PER RIMESSA CONTRASSEGNO, Ufficio Postale / Banca, MANCA IL NOME DELLA BANCA
SCHEDA CLIENTE, RIFERIMENTI DEL CLIENTE PER RIMESSA CONTRASSEGNO, Intestatario, IL C.C. DEVE ESSERE INTESTATO ALL'ENTE E NON AL LEGALE RAPPRESENTANTE
ALLEGATO AMMINISTRATIVO, Legge 13 agosto 2010 , Flag SI/NO, DEVE ESSERE BARRATO IL Sì E DEVE ESSERE FORNITO L'ELENCO DELLE PERSONE AUTORIZZATE AI FINI DELLA TRACCIABILITà DEI FLUSSI FINANZIARI
SCHEDA CLIENTE, SEDE LEGALE, Via, in CERVED e CRM è indicato
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, in CERVED e CRM è indicato
ALLEGATI PREZZI, Presenza del modulo, Presenza del modulo MANCA
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), Spunta scelte MANCANO
SCHEDA CLIENTE, SOLUZIONE TECNOLOGICA, Tipologia Soluzione Tecnologica MANCA
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Presenza del modulo, Presenza del modulo, contratto non suo
"SCHEDA CLIENTE, RIFERIMENTI DEL CLIENTE
SYSTEM ADMINISTRATOR, MANCA Telefono Cellulare"
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), MANCANO nome e cognome
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo PEC (obbligatorio se non fornito Codice Destinatario), MANCA INDIRIZZO PER COMUNICAZIONE FATTURA
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo per comunicazione emissione
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale , differisce dalla procedura CRM
SCHEDA CLIENTE, DATI ANAGRAFICI, Natura giuridica, differisce dalla procedura CRM 
SCHEDA CLIENTE, SEDE LEGALE, CAP, DISCORDANTE CON VISURA CAMERALE
SCHEDA CLIENTE, SEDE LEGALE, Località, DISCORDANTE CON VISURA CAMERALE
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, modulo relativo ad altro cliente
INFORMATIVA PRIVACY, modulo relativo ad altro cliente
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, non leggibile in mancanza del timbro
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), nome e cognome DISCORDANTE con scheda cliente
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente DISCORDANTE con scheda cliente
POLICY DEL CREDITO, Validità scaduta (22.03.2022)
SCHEDA CLIENTE, SEDE LEGALE, Via, DISCORDANTE CON LA VISURA CAMERALE
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, DISCORDANTE CON LA VISURA CAMERALE
MANDATO DI ADDEBITO SEPA, Debitore, Riferimento mandato, è stato indicato il BP del cliente non il rif. mandato si prega di verificare
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Altro, Presenza del timbro, nome della ditta non completo
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale , non coerente con visura
SCHEDA CLIENTE, SEDE LEGALE, Via, non coerente con visura
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, non coerente con visura
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), nome e cognome, non ben visibile il nome completo
"ALLEGATO AMMINISTRATIVO, Legge 13 agosto 2010 , PUBBLICA AMM. deve essere selezionato ""si"" e deve essere compilato mod.B"
CONDIZIONI GENERALI DEL SERVIZIO, Completezza 
SEDE LEGALE  DIFFERENTE DA QUELLA IN CRMO E IN LINCE
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale , Non risulta congruente con il Cerved .Si prega di controllare e correggere. la ragione sociale è
SCHEDA CLIENTE, SEDE LEGALE, Via, Non risulta essere coerente con CRM e CERVED. Controllare e correggere . 
SCHEDA CLIENTE, SEDE LEGALE, discordante  da CRM e visura 
 versione in vigore marzo 2021
SCHEDA CLIENTE, SEDE LEGALE, Via, Sede legale discordante con la visura
SCHEDA CLIENTE, SEDE LEGALE, Via, Mancano tutti i dati della sede legale, nella scheda cliente
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, TIPOLOGIA DI CLIENTE, Il cliente risiede in Italia
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Codice Destinatario, DA INSERIRE codice cliente o pec
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo PEC (obbligatorio se non fornito Codice Destinatario), Da inserire pec o codice cliente
Altro, Destinatario
Altro, Prodotto
Altro, Presenza del timbro
Altro, Numero di protocollo
Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Versione in vigore
MANCANTI DOC IDENTITA' E CODICE FISCALE
 versione gennaio 2022
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Versione in vigore, versione in vigore gennaio 2022
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), Spunta scelte , NON SONO STATE OPZIONATI I CONSENSI
SCHEDA CLIENTE, SEDE LEGALE, CAP, Scheda cliente e CRM  discordante con VISURA: 
SCHEDA CLIENTE, SEDE LEGALE, Località, Scheda cliente e CRM Vigo Rendena discordante con VISURA
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo PEC (obbligatorio se non fornito Codice Destinatario), la pec indicata nel contratto è in realtà una mail e andrebbe indicata nella riga INDIRIZZO EMAIL e non INDIRIZZO EMAIL PEC
